Timestamp,Drone_ID,Position_X,Position_Y
2025-01-01 16:45:09,3,950.02,341.23
2025-01-01 16:45:09,4,269.46,195.32
2025-01-01 16:45:09,5,942.85,450.13
2025-01-01 16:45:09,1,317.54,109.47
2025-01-01 16:45:09,2,864.8,635.54
2025-01-01 16:45:09,3,945.02,336.23
2025-01-01 16:45:09,4,274.46,195.32
2025-01-01 16:45:09,5,942.85,450.13
2025-01-01 16:45:09,1,317.54,109.47
2025-01-01 16:45:09,2,864.8,635.54
2025-01-01 16:45:09,3,945.02,336.23
2025-01-01 16:45:09,4,274.46,195.32
2025-01-01 16:45:09,5,947.85,450.13
2025-01-01 16:45:09,1,317.54,109.47
2025-01-01 16:45:09,2,864.8,640.54
2025-01-01 16:45:09,3,950.02,336.23
2025-01-01 16:45:09,4,269.46,195.32
2025-01-01 16:45:09,5,952.85,450.13
2025-01-01 16:45:09,1,317.54,109.47
2025-01-01 16:45:09,2,864.8,645.54
2025-01-01 16:45:09,3,950.02,336.23
2025-01-01 16:45:09,4,269.46,200.32
2025-01-01 16:45:09,5,952.85,455.13
2025-01-01 16:45:09,1,322.54,109.47
2025-01-01 16:45:09,2,859.8,640.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,269.46,200.32
2025-01-01 16:45:09,5,952.85,455.13
2025-01-01 16:45:09,1,322.54,109.47
2025-01-01 16:45:09,2,864.8,640.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,269.46,205.32
2025-01-01 16:45:09,5,947.85,450.13
2025-01-01 16:45:09,1,327.54,109.47
2025-01-01 16:45:09,2,864.8,635.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,269.46,205.32
2025-01-01 16:45:09,5,942.85,450.13
2025-01-01 16:45:09,1,332.54,104.47
2025-01-01 16:45:09,2,869.8,640.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,274.46,210.32
2025-01-01 16:45:09,5,942.85,455.13
2025-01-01 16:45:09,1,332.54,99.47
2025-01-01 16:45:09,2,874.8,635.54
2025-01-01 16:45:09,3,945.02,331.23
2025-01-01 16:45:09,4,274.46,210.32
2025-01-01 16:45:09,5,942.85,450.13
2025-01-01 16:45:09,1,332.54,99.47
2025-01-01 16:45:09,2,874.8,630.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,274.46,210.32
2025-01-01 16:45:09,5,937.85,445.13
2025-01-01 16:45:09,1,332.54,99.47
2025-01-01 16:45:09,2,874.8,635.54
2025-01-01 16:45:09,3,950.02,331.23
2025-01-01 16:45:09,4,274.46,210.32
2025-01-01 16:45:09,5,937.85,445.13
2025-01-01 16:45:09,1,332.54,99.47
2025-01-01 16:45:09,2,874.8,640.54
2025-01-01 16:45:09,3,950.02,326.23
